image_path,mineral,durete
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_28.jpg,limonite,5.41
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_280.jpg,limonite,4.41
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_281.jpg,limonite,4.5
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_282.jpg,limonite,5.05
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_283.jpg,limonite,5.15
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_284.jpg,limonite,5.39
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_285.jpg,limonite,4.31
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_286.jpg,limonite,5.2
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_287.jpg,limonite,5.11
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_288.jpg,limonite,4.1
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_289.jpg,limonite,4.58
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_29.jpg,limonite,4.42
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_290.jpg,limonite,4.46
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_291.jpg,limonite,5.47
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_292.jpg,limonite,4.96
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_293.jpg,limonite,5.08
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_294.jpg,limonite,5.46
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_295.jpg,limonite,4.57
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_296.jpg,limonite,5.2
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_297.jpg,limonite,4.65
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_298.jpg,limonite,5.3
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_299.jpg,limonite,4.27
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_3.jpg,limonite,5.42
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_30.jpg,limonite,4.33
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_300.jpg,limonite,4.49
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_301.jpg,limonite,5.13
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_302.jpg,limonite,4.59
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_303.jpg,limonite,4.91
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_304.jpg,limonite,4.67
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_305.jpg,limonite,5.11
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_306.jpg,limonite,4.34
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_307.jpg,limonite,4.09
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_308.jpg,limonite,4.45
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_309.jpg,limonite,4.71
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_31.jpg,limonite,4.25
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_310.jpg,limonite,4.53
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_311.jpg,limonite,4.6
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_312.jpg,limonite,4.09
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_313.jpg,limonite,4.87
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_314.jpg,limonite,5.33
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_315.jpg,limonite,4.23
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_316.jpg,limonite,4.9
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_317.jpg,limonite,5.0
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_318.jpg,limonite,4.63
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_319.jpg,limonite,5.05
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_32.jpg,limonite,4.62
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_320.jpg,limonite,4.76
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_321.jpg,limonite,4.01
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_322.jpg,limonite,5.04
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_323.jpg,limonite,4.99
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_324.jpg,limonite,4.06
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_325.jpg,limonite,4.55
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_326.jpg,limonite,5.47
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_327.jpg,limonite,4.63
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_328.jpg,limonite,4.75
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_329.jpg,limonite,5.36
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_33.jpg,limonite,5.08
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_330.jpg,limonite,4.87
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_331.jpg,limonite,5.2
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_332.jpg,limonite,5.3
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_333.jpg,limonite,4.69
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_334.jpg,limonite,4.71
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_335.jpg,limonite,4.58
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_336.jpg,limonite,5.45
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_337.jpg,limonite,5.05
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_338.jpg,limonite,4.12
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_339.jpg,limonite,5.29
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_34.jpg,limonite,4.72
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_340.jpg,limonite,4.1
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_341.jpg,limonite,4.82
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_342.jpg,limonite,4.63
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_343.jpg,limonite,5.32
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_344.jpg,limonite,4.31
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_345.jpg,limonite,5.24
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_346.jpg,limonite,4.84
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_347.jpg,limonite,4.08
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_348.jpg,limonite,5.46
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_349.jpg,limonite,4.77
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_35.jpg,limonite,4.44
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_350.jpg,limonite,4.7
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_351.jpg,limonite,5.29
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_352.jpg,limonite,4.46
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_353.jpg,limonite,4.29
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_354.jpg,limonite,4.19
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_355.jpg,limonite,4.45
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_356.jpg,limonite,5.17
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_357.jpg,limonite,4.71
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_358.jpg,limonite,4.34
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_359.jpg,limonite,4.25
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_36.jpg,limonite,4.5
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_360.jpg,limonite,5.41
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_361.jpg,limonite,4.51
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_362.jpg,limonite,5.48
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_363.jpg,limonite,4.73
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_364.jpg,limonite,4.27
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_365.jpg,limonite,5.34
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_366.jpg,limonite,4.69
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_367.jpg,limonite,5.06
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_368.jpg,limonite,5.48
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_369.jpg,limonite,4.08
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_37.jpg,limonite,4.15
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_370.jpg,limonite,5.08
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_371.jpg,limonite,4.42
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_372.jpg,limonite,4.28
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_373.jpg,limonite,4.06
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_374.jpg,limonite,4.03
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_375.jpg,limonite,5.16
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_376.jpg,limonite,4.2
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_377.jpg,limonite,4.7
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_378.jpg,limonite,4.91
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_379.jpg,limonite,4.64
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_38.jpg,limonite,4.04
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_380.jpg,limonite,5.18
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_381.jpg,limonite,4.02
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_382.jpg,limonite,5.14
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_383.jpg,limonite,5.34
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_384.jpg,limonite,4.65
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_385.jpg,limonite,4.8
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_386.jpg,limonite,4.72
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_387.jpg,limonite,4.58
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_388.jpg,limonite,5.33
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_389.jpg,limonite,5.34
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_39.jpg,limonite,4.5
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_4.jpg,limonite,4.92
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_40.jpg,limonite,5.39
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_41.jpg,limonite,5.44
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_42.jpg,limonite,4.76
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_43.jpg,limonite,4.68
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_44.jpg,limonite,4.42
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_45.jpg,limonite,5.44
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_46.jpg,limonite,4.21
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_47.jpg,limonite,4.87
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_48.jpg,limonite,4.42
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_49.jpg,limonite,4.42
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_5.jpg,limonite,4.61
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_50.jpg,limonite,5.5
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_51.jpg,limonite,4.08
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_52.jpg,limonite,4.87
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_53.jpg,limonite,4.12
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_54.jpg,limonite,4.23
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_55.jpg,limonite,4.66
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_56.jpg,limonite,4.77
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_57.jpg,limonite,4.39
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_58.jpg,limonite,4.47
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_59.jpg,limonite,4.13
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_6.jpg,limonite,4.45
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_60.jpg,limonite,5.45
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_61.jpg,limonite,5.42
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_62.jpg,limonite,4.5
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_63.jpg,limonite,4.86
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_64.jpg,limonite,5.36
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_65.jpg,limonite,4.01
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_66.jpg,limonite,5.22
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_67.jpg,limonite,5.42
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_68.jpg,limonite,4.14
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_69.jpg,limonite,4.24
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_7.jpg,limonite,5.44
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_70.jpg,limonite,4.81
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_71.jpg,limonite,4.02
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_72.jpg,limonite,4.39
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_73.jpg,limonite,4.67
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_74.jpg,limonite,5.04
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_75.jpg,limonite,5.1
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_76.jpg,limonite,5.49
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_77.jpg,limonite,4.43
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_78.jpg,limonite,4.81
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_79.jpg,limonite,4.8
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_8.jpg,limonite,4.61
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_80.jpg,limonite,4.25
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_81.jpg,limonite,5.47
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_82.jpg,limonite,5.28
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_83.jpg,limonite,4.75
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_84.jpg,limonite,4.9
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_85.jpg,limonite,4.34
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_86.jpg,limonite,4.82
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_87.jpg,limonite,5.04
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_88.jpg,limonite,4.77
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_89.jpg,limonite,5.49
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_9.jpg,limonite,4.92
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_90.jpg,limonite,4.56
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_91.jpg,limonite,5.16
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_92.jpg,limonite,4.26
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_93.jpg,limonite,4.58
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_94.jpg,limonite,4.52
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_95.jpg,limonite,4.65
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_96.jpg,limonite,5.17
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_97.jpg,limonite,4.73
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_98.jpg,limonite,5.19
C:/Users/dembe/Desktop/projet_minerai/images\limonite\aug_99.jpg,limonite,4.86
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_1.jpg,limonite,4.51
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_10.jpg,limonite,5.21
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_100.jpg,limonite,4.36
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_101.jpg,limonite,4.34
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_102.jpg,limonite,4.76
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_103.jpg,limonite,4.39
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_104.jpg,limonite,4.01
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_105.jpg,limonite,4.97
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_106.jpg,limonite,4.77
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_107.jpg,limonite,4.67
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_108.jpg,limonite,5.45
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_109.jpg,limonite,4.86
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_11.jpg,limonite,5.3
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_110.jpg,limonite,4.21
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_111.jpg,limonite,4.85
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_112.jpg,limonite,5.3
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_113.jpg,limonite,4.87
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_114.jpg,limonite,5.08
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_115.jpg,limonite,4.56
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_116.jpg,limonite,4.14
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_117.jpg,limonite,4.69
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_118.jpg,limonite,4.59
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_119.jpg,limonite,5.3
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_12.jpg,limonite,4.37
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_120.jpg,limonite,5.45
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_121.jpg,limonite,5.44
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_122.jpg,limonite,4.37
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_123.jpg,limonite,4.52
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_124.jpg,limonite,5.34
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_125.jpg,limonite,5.45
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_126.jpg,limonite,4.67
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_127.jpg,limonite,4.48
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_128.jpg,limonite,4.79
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_129.jpg,limonite,5.03
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_13.jpg,limonite,4.41
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_130.jpg,limonite,5.1
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_131.jpg,limonite,4.08
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_132.jpg,limonite,4.07
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_133.jpg,limonite,4.58
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_134.jpg,limonite,4.53
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_135.jpg,limonite,4.47
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_136.jpg,limonite,4.74
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_137.jpg,limonite,4.48
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_138.jpg,limonite,4.29
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_139.jpg,limonite,4.46
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_14.jpg,limonite,5.46
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_140.jpg,limonite,4.62
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_141.jpg,limonite,4.67
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_142.jpg,limonite,4.86
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_143.jpg,limonite,5.48
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_144.jpg,limonite,4.36
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_145.jpg,limonite,5.02
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_146.jpg,limonite,5.07
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_147.jpg,limonite,4.91
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_148.jpg,limonite,4.13
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_149.jpg,limonite,5.02
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_15.jpg,limonite,4.1
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_150.jpg,limonite,4.89
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_151.jpg,limonite,5.11
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_152.jpg,limonite,4.32
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_153.jpg,limonite,5.26
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_154.jpg,limonite,4.05
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_155.jpg,limonite,5.27
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_156.jpg,limonite,4.69
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_157.jpg,limonite,4.33
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_158.jpg,limonite,4.2
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_159.jpg,limonite,5.43
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_16.jpg,limonite,4.11
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_160.jpg,limonite,4.3
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_161.jpg,limonite,4.52
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_162.jpg,limonite,4.93
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_163.jpg,limonite,4.82
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_164.jpg,limonite,4.19
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_165.jpg,limonite,4.43
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_166.jpg,limonite,4.36
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_167.jpg,limonite,4.32
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_168.jpg,limonite,4.62
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_169.jpg,limonite,5.06
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_17.jpg,limonite,4.33
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_170.jpg,limonite,4.55
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_171.jpg,limonite,4.59
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_172.jpg,limonite,5.46
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_173.jpg,limonite,5.43
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_174.jpg,limonite,5.2
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_175.jpg,limonite,4.36
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_176.jpg,limonite,4.1
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_177.jpg,limonite,4.48
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_178.jpg,limonite,4.4
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_179.jpg,limonite,4.76
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_18.jpg,limonite,5.17
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_180.jpg,limonite,5.29
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_181.jpg,limonite,5.27
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_182.jpg,limonite,4.54
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_183.jpg,limonite,5.03
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_184.jpg,limonite,4.47
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_185.jpg,limonite,4.09
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_186.jpg,limonite,5.05
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_187.jpg,limonite,4.01
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_188.jpg,limonite,4.61
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_189.jpg,limonite,4.49
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_19.jpg,limonite,5.04
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_190.jpg,limonite,5.15
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_191.jpg,limonite,4.46
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_192.jpg,limonite,5.22
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_193.jpg,limonite,4.44
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_194.jpg,limonite,4.67
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_195.jpg,limonite,5.09
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_196.jpg,limonite,5.04
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_197.jpg,limonite,5.48
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_198.jpg,limonite,4.34
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_199.jpg,limonite,4.99
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_2.jpg,limonite,4.91
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_20.jpg,limonite,5.37
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_200.jpg,limonite,4.23
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_201.jpg,limonite,5.13
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_202.jpg,limonite,4.85
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_203.jpg,limonite,4.41
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_204.jpg,limonite,4.71
C:/Users/dembe/Desktop/projet_minerai/images\limonite\limonite_205.jpg,limonite,4.5
